Titulo,Precio,Estrellas,TotalVentas,Link,Vendidos,Vendedor,Vendor
Original - Llámame Por Tu Nombre - André Aciman - Nuevo,$393,5.0,0,https://articulo.mercadolibre.com.mx/MLM-618691778-original-llamame-por-tu-nombre-andre-aciman-nuevo-_JM#position=23&type=item&tracking_id=4fcd8dfd-282d-4a9d-959e-23d998e8363b,Nuevo  |  366 vendidos,,
Los Hornos De Hitler - Olga Lengyel - Ed. Definitiva - Nuevo,$268,5.0,0,https://articulo.mercadolibre.com.mx/MLM-642500728-los-hornos-de-hitler-olga-lengyel-ed-definitiva-nuevo-_JM#position=24&type=item&tracking_id=4fcd8dfd-282d-4a9d-959e-23d998e8363b,Nuevo  |  293 vendidos,,
El Perfume - Patrick Süskind - Nuevo - Original,$295,4.7,0,https://articulo.mercadolibre.com.mx/MLM-577324146-el-perfume-patrick-suskind-nuevo-original-_JM#position=25&type=item&tracking_id=4fcd8dfd-282d-4a9d-959e-23d998e8363b,Nuevo  |  178 vendidos,,
,0,0.0,0,https://articulo.mercadolibre.com.mx/MLM-663560235-el-principito-antoine-de-saint-exupery-pasta-dura-color-lbr-_JM#position=1&type=item&tracking_id=5356f668-9e7f-418f-8d9e-311dd002f12c,0,,
Divina Comedia / Ilustrada,$229,4.8,0,https://articulo.mercadolibre.com.mx/MLM-635668417-divina-comedia-ilustrada-_JM#position=2&type=item&tracking_id=5356f668-9e7f-418f-8d9e-311dd002f12c,Nuevo  |  443 vendidos,,
,0,0.0,0,https://articulo.mercadolibre.com.mx/MLM-633466425-el-hombre-en-busca-de-sentido-el-arte-de-amar-_JM#position=3&type=item&tracking_id=5356f668-9e7f-418f-8d9e-311dd002f12c,0,,
Pasta Dura - El Principito - Antoine De Saint - Exupéry,$189,5.0,"MercadoLíder | 6,091 ventas",https://articulo.mercadolibre.com.mx/MLM-587580424-pasta-dura-el-principito-antoine-de-saint-exupery-_JM#position=4&type=item&tracking_id=5356f668-9e7f-418f-8d9e-311dd002f12c,Nuevo  |  353 vendidos,LIBRERÍA ELENSAYO,
Libro Princesas Al Revés Cuentos Infantiles Niñas 3 - 10 Año,$285,4.9,0,https://articulo.mercadolibre.com.mx/MLM-553041654-libro-princesas-al-reves-cuentos-infantiles-ninas-3-10-ano-_JM#position=5&type=item&tracking_id=5356f668-9e7f-418f-8d9e-311dd002f12c,Nuevo  |  333 vendidos,,
Mañanas Milagrosas,$119.20,5.0,0,https://articulo.mercadolibre.com.mx/MLM-692087271-mananas-milagrosas-_JM#position=6&type=item&tracking_id=5356f668-9e7f-418f-8d9e-311dd002f12c,Nuevo  |  327 vendidos,,
"Bailarina De Auschwitz, La",$343,4.9,0,https://articulo.mercadolibre.com.mx/MLM-694330145-bailarina-de-auschwitz-la-_JM#position=7&type=item&tracking_id=5356f668-9e7f-418f-8d9e-311dd002f12c,Nuevo  |  411 vendidos,,
"Felipe , El Oscuro - Olga Wornat - Nuevo - Original ",$435,5.0,0,https://articulo.mercadolibre.com.mx/MLM-809429059-felipe-el-oscuro-olga-wornat-nuevo-original-_JM#position=8&type=item&tracking_id=5356f668-9e7f-418f-8d9e-311dd002f12c,Nuevo  |  121 vendidos,,
Xiaomi Redmi Note 9S Dual SIM 128 GB azul aurora 6 GB RAM,"$5,899",4.8,"MercadoLíder | 1,292 ventas",https://www.mercadolibre.com.mx/xiaomi-redmi-note-9s-dual-sim-128-gb-azul-aurora-6-gb-ram/p/MLM15586826?searchVariation=MLM15586826&source=search#searchVariation=MLM15586826&position=1&type=product&tracking_id=a8083e62-56e9-4e55-baa9-f7dcd8e1030d,Nuevo  |  17285 vendidos,TUCH,
Xiaomi Redmi Note 9S Dual SIM 128 GB azul aurora 6 GB RAM,"$5,899",4.8,"MercadoLíder | 1,301 ventas",https://www.mercadolibre.com.mx/xiaomi-redmi-note-9s-dual-sim-128-gb-azul-aurora-6-gb-ram/p/MLM15586826?searchVariation=MLM15586826&source=search#searchVariation=MLM15586826&position=1&type=product&tracking_id=a8083e62-56e9-4e55-baa9-f7dcd8e1030d,Nuevo  |  17285 vendidos,TUCH,
Azteca,$371,5.0,"11,758 ventas",https://articulo.mercadolibre.com.mx/MLM-691886168-azteca-_JM#position=1&type=item&tracking_id=5efffd06-ab9f-4dee-9f4a-776dc9d27f10,Nuevo  |  164 vendidos,,
Divina Comedia / Ilustrada,$245,4.8,"MercadoLíder | 6,435 ventas",https://articulo.mercadolibre.com.mx/MLM-635668417-divina-comedia-ilustrada-_JM#position=2&type=item&tracking_id=5efffd06-ab9f-4dee-9f4a-776dc9d27f10,Nuevo  |  902 vendidos,,
Salvar El Fuego,$480,5.0,"11,758 ventas",https://articulo.mercadolibre.com.mx/MLM-765652386-salvar-el-fuego-_JM#position=3&type=item&tracking_id=5efffd06-ab9f-4dee-9f4a-776dc9d27f10,Nuevo  |  190 vendidos,,
"Poder Del Ahora, El",$384,5.0,"11,758 ventas",https://articulo.mercadolibre.com.mx/MLM-692419926-poder-del-ahora-el-_JM#position=4&type=item&tracking_id=5efffd06-ab9f-4dee-9f4a-776dc9d27f10,Nuevo  |  310 vendidos,,
Divina Comedia / Ilustrada,$245,4.8,"MercadoLíder | 6,435 ventas",https://articulo.mercadolibre.com.mx/MLM-635668417-divina-comedia-ilustrada-_JM#position=1&type=item&tracking_id=80e214d7-da82-4ee5-ae09-d0d2d3eb4dc7,Nuevo  |  902 vendidos,,
1984,$240,5.0,0,https://articulo.mercadolibre.com.mx/MLM-692509234-1984-_JM#position=2&type=item&tracking_id=80e214d7-da82-4ee5-ae09-d0d2d3eb4dc7,Nuevo  |  336 vendidos,,
"Poder Del Ahora, El",$384,5.0,"11,758 ventas",https://articulo.mercadolibre.com.mx/MLM-692419926-poder-del-ahora-el-_JM#position=3&type=item&tracking_id=80e214d7-da82-4ee5-ae09-d0d2d3eb4dc7,Nuevo  |  310 vendidos,,
Simplemente Charli - Mis Secretos - Charli D' Amelio - Nuevo,$377,0.0,0,https://articulo.mercadolibre.com.mx/MLM-850045133-simplemente-charli-mis-secretos-charli-d-amelio-nuevo-_JM#position=4&type=item&tracking_id=80e214d7-da82-4ee5-ae09-d0d2d3eb4dc7,Nuevo  |  108 vendidos,,
365 Cuentos Disney / Libro Infantil Pasta Dura ,$258,4.9,0,https://articulo.mercadolibre.com.mx/MLM-695705299-365-cuentos-disney-libro-infantil-pasta-dura-_JM#position=5&type=item&tracking_id=80e214d7-da82-4ee5-ae09-d0d2d3eb4dc7,Nuevo  |  1712 vendidos,,
Mañanas Milagrosas,$145,5.0,0,https://articulo.mercadolibre.com.mx/MLM-692087271-mananas-milagrosas-_JM#position=6&type=item&tracking_id=80e214d7-da82-4ee5-ae09-d0d2d3eb4dc7,Nuevo  |  462 vendidos,,
Salvar El Fuego,$480,5.0,0,https://articulo.mercadolibre.com.mx/MLM-765652386-salvar-el-fuego-_JM#position=7&type=item&tracking_id=80e214d7-da82-4ee5-ae09-d0d2d3eb4dc7,Nuevo  |  190 vendidos,,
365 Cuentos Disney / Libro Infantil Pasta Dura ,$258,4.9,"MercadoLíder | 1,818 ventas",https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=YFWBPj5R%2FhyjDCAJe04gjp0RGxzSKPt7hdkM0yNqbfLZLsqt09W%2FygFvvdunlm%2BcQ%2BAtEqzyNvFVNsWqMe6wBevFpVU6Ww71C%2FG1rWAo9ZRTl3TEaLhL4ThL7mO8fRJXHaK9tBgQm%2BTWEZTPTGTQVe49KUd%2FbHzKI64ZO7JbTZxSj6c9jHpF2cKxWkaQO783U7WF7kbAjOO5yJmxwEL4aDSp3X9v0G6Z4U7EmFmvDKVt73hyreCBEmwZWvaXlu8tNJiqxo6xyretPOp9VMsH8u52VOpM%2FTeYe5vd7aRfgOnw5nJiSKRGmzvwe5Y%2BFXUst1jVI4DtDsPjsRLMBmhfJTHhDH4ytU2UXySb6t70Z0%2FqMrLDli2%2FZCy%2F7uX6O2Rbqa9chk01EzaidI%2BVxb5hSP%2BNilCI6ZSP3nLuTL7TcwYCagJIH%2BUBLFUS33p98wCv8bgnDEemKMxlq3lkCxGZLPTJZ5DrKnrCmNE2W4mG9yodtd0cXegnmnfqgkkkKx%2BA3y3Owbrycj%2Fck5ur6JRTEkqBE4DORQUFvZvfZWS7YekS6H9luQ%2BQPTBObh4XW8oKHCjL0Oug5nKN6DyhGeh3oPVx%2BXSjWyMLBsVZwmpW24DOK8DfD2xsd5XFg3AgmbPRFbuIkOQ4C0cvUDF09VQTI90SEg4kKuyxmUTUc7chZvSVylVNf1aTI%2Fmhcpe8cNn%2BARJiAySS6wNl2X9lUktyO4kv7KUFvXFgZzJlilrppdllMrHtdtHAu93Cyu1y%2B0C50%2FSTPifSC5P3Rl3OB0exU6yYiGkYhROpCGigd9dEHL%2Fp7b%2BZ9ZRwugLNHVyfIy0p%2BWekmnXKJIm9mryaaAZrT6gwACl%2FVuI%2BNPK%2FQCD2yWTasG0QsikEPc%2FxF9WQb2jf6ShBBYMU6bWG36x7MUgQBrhJa9rRWyK5GFr%2FMB1mIVBEtbwYmXeLhhAqTWDiSyXnEjrBp16NeZLOeNM6qu59sSoP2Invji1PevOvQNHOu7V5L8V8Fjfzfs%2B6t3plPpxToBth9NqEumnaMqhqYh0LNvmBYYNArfq6HDM5JtNNvO3Tb0ShLPGLvB%2Fb%2FoDVDBEoNvMzjN0OjH1xWSFogKS8MJkLUCNBTpsW63a0p%2FDRbJ8DVRFm1%2Br34Mwmc27LDYzxnaYTVygr3S5eUsR2eb7g0c%2FSz%2Fm%2Fy7g89wedPND79R%2BSGUmXxr2aIHvL46B%2F22ou77fzyeP5dV17EavgzAAdkfhMXbKTi%2BzeP%2BE8zxyAyji4IbEPhXTN%2FKiVKtARii1sTJyDw3or7sAkBhrIzAo6v9C%2Feex6MwmDAMcLyUxr5Yu%2FcaiLKL%2BL9tjJ8SFHQpnE3qvGY1PeXxsG1q0ffvCy4QP9wyjbBW5KkON2UJEk7yAmjJL3Q5E46%2FaA%2FeEGXxy1AIWyVXNWJnXdG%2FomBxMmB8YUeR7Z3R7liv5EemPL6aqr25T9tZXOGqeKyTze%2B3fcUuaG%2B5a22aBc8UuDmXnr1i31E%2BxgnApMVJx64QcyevtwnY3A%2Fu5%2Bs1YojXvbvk35kpIbYroAno1FTdm%2FH5y41rqT%2FCLYluc4d729M78dj3YwNi%2FebxVRr266aMTCKCHZpcq2%2FNdGdJWtXgYg1zrCcjfUr%2FiVaq3gjUnCJyAAbcEf18xqH62jGm0PHDYpJSFfZDNAgmma%2F4C5CRXsyL9uVLJT7jG8Pa9F6VU3J7Y10WsH5h%2F6qb9PWbM%3D,Nuevo  |  1712 vendidos,,
Cuentos Infantiles Pequeño Cofre Intensamente,$129,4.9,0,https://click1.mercadolibre.com.mx/mclics/clicks/external/MLM/count?a=xYi5%2BoEbm%2B1AyRWmZAnUoLq7Tiie%2FlkVOqd%2B%2BOhqNFjwCpfljwe4VhZUkdhfSW4MmeP%2Bz9MzK209OGb44EdD7VeDU%2B26qHLnWnoIecR8%2BlDv2lGiJqjcLxBhsfUBl2VGRRqPFg9ujXJgQhZr9DosrH8SnDJPwDOwlsKJ5VDb2TncCyld%2B8OIFfb1aBkHdpZfCeCGIsXd4rlPgbkfA0f%2Fd4%2FXAW0nSVDka4hgGiSVe26IQtmahv1bRNU%2BbW0G85YsYXx1XY2ZTBoyjmKCdPf%2BygePxbOPnieGV1Wf6oQXCvnN22Hc34OPlyG7ijHkbipRual7V9NDOEWlUH%2BxnkjSAX2O4uS8kgVzx7PWMCXz3Jd5EvAYyk%2BrgX7CzCPr%2FZPq0zI%2Bq0QmaErTpnvQwXVRQuexQ2QT1qYWI7dei9T6CZWkCSQk1fl47MPYLXcJ%2FWmBNE1WqnpQT1g8GeiBLxZsl5GncBjuQqU0OlVbR9TWATpKBDckVAZF0OaSxKGjJB9EX%2FaXHj9xYDeVtxCzfFBTEkKhIT0Z9Q6VmkA2vGzsg0euJX26l98PQt91dapBjKodjIwemwieeQE8XA7w8H0FMgaVfsq1ccsuM2iBARxxdBewE4EpXHmRZzavkI2lsAcLih6wnJutsiNppG1Q731vSh6skJL%2FHIKLvsafun%2FIwHdZmhONFcWrGsJ3RjzJaMEl9eRwP%2FiXw9i0101lS0oMkbPXeAToQcOtM7KlzJ%2BeEi%2F3TJZTlNbt4RwtVAicz2g1CHOooy4lhAd%2F9GhUH7DnseEM07HObi6NJ3SGjDCIYhxKhFqmrsFa%2BZM8W0vNpRSUGcOeQOYaDEa5bxI%2FxXG7bGng9%2BmnlG%2FPlUbOK2Ej9qPBJprEjfXv6u45sJ7U6biSzHeZzGUPoJmX7CZ2thM4u2O0yFIbywUnktHL4XAnzX%2F9sUBVxKdTmG4VarTRGHVpMwnJcN1AHX30kAptpRkYc32xum%2BjIPxVfuODArIA6U5J8aYvQQclneVTbNmq5UlXv6HwEEBtP2Tk9ApSbIkGEk9aAnd%2FbEOhaLvRYEVyVAeZkXoB6M4w%2BkGJhBrDgTEufwU%2BZusCzuDSbUD1Eq3KCN4PpYaIHlkWgojuaphF5H4ymq3kGDBs1qKzcCK8NYBrvWjkmesx9ZDuJ07qQr%2FMmSIoGxfv7Na04VfUQFRwTcdPocRFCVfBljBr5vFfRIFsJS9na6fEOhscKlTSO8YwKbFiSYqt7gvDEz7ne5cZPEEV%2B58dcfCaO2hHZSI77U47J2N2elIH5h3dwWV3qW0QkpDnq3PpZPbsR3TSfKgaGHWWKx3DbnTcNFDWi8gPQYM6LeihBjvhkb0v6FtRPqYj961pyM4rMVJ4C08nkDHhu2yJvEU7%2BHkbuL0lR5Oc4yiFFd53vthaZI4S4ED50jRnudyx63oEb7%2FbEKPUPD0wVStUyxQ92QoMItOMiiieqkcZJbVeg7hv6YsZJ6uZFHP7UZAsRUlO9leNn7xJwb3iof7U3IZRxkFNhfTLm%2FEWNffrYuWzfyb9J%2FfExqz1hybqoJdb%2BQRAd1BCi3vVTHk7TSUgUI4vRm4Ct6VNP2WpiagNU017Ivnl4cNugLhJ4eZndseKF2k0sux7Abu1bnzTbyXRxbZ5lfFdgkiM07ZJ0wchujUCq0yHOMYgYlv0nKh1%2BLPcBmz%2BOJZlFUUa9OhiszZDeMQqIJMpowca,Nuevo  |  197 vendidos,,
El Diario De Ana Frank - Obra Completa - Nuevo - Original,$233,4.8,"MercadoLíder | 10,712 ventas",https://articulo.mercadolibre.com.mx/MLM-682424095-el-diario-de-ana-frank-obra-completa-nuevo-original-_JM#position=8&type=item&tracking_id=80e214d7-da82-4ee5-ae09-d0d2d3eb4dc7,Nuevo  |  1084 vendidos,,
Divina Comedia / Ilustrada,$245,4.8,"MercadoLíder | 6,345 ventas",https://articulo.mercadolibre.com.mx/MLM-635668417-divina-comedia-ilustrada-_JM#position=1&type=item&tracking_id=61459396-659a-4d5a-9755-fd7b815852b7,Nuevo  |  903 vendidos,,
El Diario De Ana Frank - Obra Completa - Nuevo - Original,$233,4.8,"MercadoLíder | 10,648 ventas",https://articulo.mercadolibre.com.mx/MLM-682424095-el-diario-de-ana-frank-obra-completa-nuevo-original-_JM#position=2&type=item&tracking_id=61459396-659a-4d5a-9755-fd7b815852b7,Nuevo  |  1085 vendidos,,
Saga 7 Libros Harry Potter + Animales Fantásticos De Regalo,"$1,399",4.9,0,https://articulo.mercadolibre.com.mx/MLM-576139924-saga-7-libros-harry-potter-animales-fantasticos-de-regalo-_JM#position=3&type=item&tracking_id=61459396-659a-4d5a-9755-fd7b815852b7,Nuevo  |  1087 vendidos,,
"Poder Del Ahora, El",$384,5.0,"11,686 ventas",https://articulo.mercadolibre.com.mx/MLM-692419926-poder-del-ahora-el-_JM#position=4&type=item&tracking_id=61459396-659a-4d5a-9755-fd7b815852b7,Nuevo  |  311 vendidos,NULL,
